Genome Region midpoint (1-based)	Sum Motif	
chr3:137893778	52.69334952	
chr5:176038565	52.5386699	
chr1:184724049	52.4497945	
chr2:27886492	52.08004856	
chr1:225632742	51.98846441	
chr15:69375143	51.9555623	
chr11:74854384	51.9111246	
chr17:45078725	51.9111246	
chr17:73901170	51.85956473	
chr9:123555736	51.83649354	
chrX:14048059	51.69334952	
chr10:95462348	51.56444984	
chr19:49479533	51.51288997	
chr3:141217890	51.46845227	
chr12:56583873	51.43113674	
chrX:69654384	51.32089482	
chr9:135134706	51.26933495	
chr10:101946148	51.12889968	
chr16:31711897	51.12448626	
chr6:26126801	51.03290211	
chr10:43892839	50.85956473	
chr1:43740155	50.84361572	
chr3:15469075	50.83378479	
chr19:55791485	50.59564728	
chr19:56092354	50.5386699	
chr17:48229532	50.50847655	
chr12:66135220	50.4942322	
chr2:21022857	50.19400331	
chr2:32502866	50.15467962	
chr12:90150691	49.90400243	
chr6:36842632	49.85956473	
chr6:155635700	49.8222492	
chrX:54556731	49.75644498	
chr4:100868310	49.57869418	
chr11:61103809	49.4942322	
chr5:125758833	49.32089482	
chr16:30915039	49.26933495	
chr2:20779267	49.22489725	
chr3:127842821	49.19911732	
chr11:9336404	49.18045955	
chr13:26829055	49.15297495	
chr2:74153993	49.12889968	
chr19:18682499	49.09158415	
chr12:6602544	49.02577994	
chr6:10694844	48.86769098	
chr3:184893402	48.83378479	
chr22:41986098	48.83378479	
chr3:51976148	48.78222492	
chr10:42863456	48.77068933	
chr1:173684067	48.74490939	
chr11:31391382	48.55291425	
chr1:38325291	48.51559872	
chr11:43902329	48.4942322	
chr7:43769141	48.48269661	
chr16:30798522	48.25067719	
chr1:159894827	48.1502662	
chr5:16465920	48.10311974	
chr14:52118338	48.00712217	
chr11:64578241	47.85956473	
chr4:154354457	47.75644498	
chr16:85337048	47.62313188	
chr4:41937378	47.61600971	
chr20:3026664	47.61600971	
chr20:1099243	47.57869418	
chr14:64805592	47.54579208	
chr6:28973425	47.51288997	
chr7:107635782	47.51288997	
chr12:56520078	47.4497945	
chr18:32957294	47.3724547	
chr4:110736641	47.1947039	
chr1:27216785	47.08446198	
chr5:139555346	46.88534466	
chr2:85493754	46.83378479	
chr4:171011387	46.81071361	
chr12:54446929	46.71200728	
chr6:30585292	46.70759386	
chr16:81110868	46.69334952	
chr14:76618155	46.60447412	
chr19:2236817	46.59022978	
chr5:133984479	46.5386699	
chr3:45883684	46.30765456	
chr17:34891345	46.15467962	
chr19:58258168	46.12889968	
chr8:22526627	46	
chr12:50616486	45.75644498	
chr11:208559	45.63737623	
chr21:34753055	45.53425648	
chr7:156742404	45.51288997	
chr9:111906362	45.45962543	
chr13:53424956	45.38669904	
chr19:18589912	45.02577994	
chrX:38186776	45.02577994	
chr3:119217389	45.00712217	
chr1:3566662	45	
chr4:95374360	44.88534466	
chr19:52693084	44.80800486	
chr17:79633723	44.78222492	
chr11:43902297	44.60447412	
chr6:17600520	44.59022978	
chr14:55658346	44.29511489	
chr16:3355488	44.29511489	
chr20:62528251	44.20623949	
chr12:9101582	44.15467962	
chr7:44530315	44.15467962	
chr9:125675612	44	
chr7:91510063	43.9111246	
chr12:47670813	43.75644498	
chr1:100232193	43.34667476	
chrX:52964398	43.32089482	
chr21:47743972	43.26933495	
chr14:75348600	43.24626377	
chr15:83654950	43.18045955	
chr1:169763862	43.14314402	
chr1:155910651	43.10311974	
chr21:30365279	43.0169531	
chr2:232063228	42.93690454	
chr13:40962972	42.88534466	
chr17:12921564	42.88534466	
chr21:46359861	42.84802914	
chr1:25255635	42.78222492	
chr11:13485083	42.76356716	
chr17:33288524	42.68622735	
chr1:155243421	42.64178965	
chr15:49447892	42.5386699	
chr8:77912362	42.29511489	
chr10:100206693	42	
chr12:120755537	42	
chr1:155278435	41.9111246	
chr4:79697132	41.85956473	
chr7:45039504	41.80800486	
chr6:153323856	41.71912946	
chr17:40287862	41.69334952	
chr21:38379403	41.5386699	
chr11:61197579	41.52713431	
chrX:31609049	41.51288997	
chr8:38626012	41.43825891	
chrX:48937586	41.39823463	
chr19:54618803	41.29782364	
chrX:48768975	41.26933495	
chr12:51566708	41.12889968	
chrX:30907504	41.02577994	
chr4:140004923	40.86939565	
chr6:43543808	40.65603399	
chr20:36661854	40.64178965	
chr1:200589482	40.63466748	
chr17:62703387	40.61600971	
chr19:55996559	40.60447412	
chr12:109531306	40.59022978	
chr7:96339254	40.50135438	
chr9:19380335	40.4497945	
chr11:18548473	40.44267233	
chr19:35264121	40.30935923	
chr4:130014689	40.25067719	
chr1:233086314	40.15467962	
chr14:24740439	40.15467962	
chr4:77752210	40	
chr1:227127407	39.96268447	
chr19:16177728	39.9555623	
chr11:6502689	39.87380907	
chr3:53201164	39.85886414	
chr19:11305997	39.85515131	
chr16:30816934	39.80800486	
chr16:89724126	39.77068933	
chr19:45004586	39.75644498	
chrX:153166448	39.75644498	
chr11:65244782	39.68622735	
chr16:75279204	39.61600971	
chr19:13275500	39.52713431	
chr2:73461375	39.48981878	
chr16:66968327	39.43825891	
chr1:46769327	39.3724547	
chr13:76111999	39.33513917	
chr17:60501250	39.32089482	
chr7:150777994	39.27645712	
chr7:97601666	39.26050811	
chr10:88730960	39.18045955	
chr1:40025357	38.83378479	
chr19:16296108	38.78222492	
chr15:90808879	38.65603399	
chr16:1470793	38.54137866	
chr11:82904701	38.5386699	
chr1:76252359	38.39823463	
chr2:24299352	38.3609191	
chr19:4815850	38.30935923	
chr2:44588997	38.20623949	
chr20:43104521	38.20623949	
chr19:50879675	38.20623949	
chr19:9929510	38.15467962	
chr9:34652027	38.15467962	
chr15:90234035	38.11736409	
chr20:40322232	38.10311974	
chr9:136844691	37.98134224	
chr11:120894815	37.9111246	
chr11:67889274	37.8222492	
chr11:6947543	37.77068933	
chr12:56320914	37.75644498	
chr11:85376168	37.6444984	
chr19:57078841	37.3724547	
chr18:3060810	37.328017	
chr20:1099129	37.328017	
chr16:2732513	37.23201942	
chr17:8054721	37.23201942	
chr8:126575902	37.02577994	
chr3:72897641	36.98134224	
chr3:72897606	36.94402671	
chr2:196424548	36.83378479	
chr14:23025414	36.75644498	
chr14:24658071	36.74490939	
chrX:15873153	36.63466748	
chrX:52004996	36.59022978	
chr17:4981492	36.51288997	
chr4:120987698	36.50847655	
chr13:44707153	36.48981878	
chr6:160389962	36.45250326	
chr15:101835056	36.39823463	
chr8:144635855	36.39111246	
chr19:50083884	36.28628805	
chr8:11059425	36.10311974	
chr19:50379532	35.96268447	
chr14:23772025	35.88534466	
chr14:74769754	35.85956473	
chr9:100684824	35.66756958	
chr19:1479257	35.61600971	
chr6:30524999	35.56444984	
chr5:130971040	35.56444984	
chr19:37825505	35.43825891	
chr1:38465404	35.2720437	
chr12:96795226	35.26933495	
chr5:140044409	35.24626377	
chr11:95523043	35.15738837	
chr2:43445930	35.07733981	
chr19:54693621	35.05426862	
chr19:35740252	34.9111246	
chr17:45000484	34.84090696	
chr11:2951408	34.83378479	
chr16:58035315	34.64178965	
chr1:193027720	34.11736409	
chr7:92157997	34.02136652	
chr6:41428883	34.00270875	
chr12:47479707	33.92536894	
chr12:94071098	33.71912946	
chr22:30752589	33.66044741	
chr1:20988013	33.63025406	
chr5:43313762	33.56444984	
chr7:100895617	33.56444984	
chr2:97202921	33.47557444	
chr2:233415354	33.3724547	
chr1:211556079	33.26933495	
chr16:88767486	33.2391416	
chr10:79789361	33.23201942	
chr12:39298762	33.18045955	
chr2:114384844	33.07733981	
chr9:135282211	33.04002428	
chr19:34745466	33.02577994	
chr5:43515294	33.02577994	
chr6:26021739	32.88534466	
chr8:124780689	32.59022978	
chr19:9695234	32.59022978	
chrX:46306694	32.55291425	
chr15:52971635	32.48981878	
chr19:1259382	32.39823463	
chr5:175123643	32.3164814	
chr22:29949787	32.25779936	
chr19:8617903	32.20623949	
chr13:97794949	32.15467962	
chr8:125551315	31.92536894	
chr8:130952104	31.9111246	
chr2:182321553	31.85515131	
chr8:145703359	31.80800486	
chr19:37263996	31.65874274	
chr9:19998385	31.56444984	
chr16:20915998	31.51288997	
chr9:86594539	31.51288997	
chr1:109618644	31.47557444	
chr4:2414931	31.46845227	
chr19:11305974	31.42401457	
chr12:6862303	31.26933495	
chr4:119756396	31.18045955	
chr12:48147317	31.13602185	
chr17:35306264	31.12889968	
chr8:144373522	31.07733981	
chr14:73603617	30.95385763	
chr1:43855470	30.89958901	
chr5:140071022	30.88534466	
chr4:10458448	30.88534466	
chr16:28857674	30.5386699	
chr5:159846166	30.3724547	
chr19:53073730	30.35379693	
chr5:172192477	30.29511489	
chr7:72299897	30.22048383	
chr17:8286527	30.15467962	
chr14:69865111	30.10311974	
chr1:25428064	30.09158415	
chr1:24018746	30.02136652	
chr16:3018911	30	
chr2:148778462	29.9555623	
chr5:171602611	29.83378479	
chr8:56987134	29.80800486	
chr3:178790052	29.77068933	
chr19:48825228	29.71912946	
chr12:102455901	29.66756958	
chr11:62389600	29.51288997	
chr16:89382820	29.4942322	
chr6:27470530	29.42401457	
chr8:99057828	29.32089482	
chr10:64028567	29.2835793	
chr2:32502884	29.02577994	
chr12:53693455	28.91383335	
chr16:20911745	28.78222492	
chr11:46722570	28.59022978	
chr6:32862232	28.57157201	
chr16:75467422	28.5386699	
chr20:62490353	28.48269661	
chr5:156569887	28.4168924	
chr2:231191805	28.37516345	
chr19:19477756	28.29511489	
chr3:129345733	28.29511489	
chr1:24117653	28.26933495	
chr22:33040535	28.1058285	
chr17:7747274	28.05155987	
chr10:32236783	28.05155987	
chr8:125985536	28.02848869	
chr9:80940372	28.0277881	
chr17:8054612	28	
chr22:42078476	28	
chr19:2543682	27.9111246	
chr3:151986959	27.80800486	
chr17:43250151	27.75644498	
chr19:19505818	27.7333738	
chr2:85555415	27.55763117	
chr17:5372386	27.51288997	
chr11:61602212	27.29070147	
chr11:43380474	27.23201942	
chr12:110562132	27.14314402	
chr7:157180015	27.14314402	
chr6:108582549	27.07733981	
chr12:58330005	27.04002428	
chr19:44439513	26.91383335	
chr11:28129357	26.8222492	
chr12:122326590	26.70759386	
chr5:137801077	26.70047169	
chr5:112196971	26.59735195	
chr17:47022180	26.59022978	
chr19:57742378	26.5386699	
chr11:63606205	26.5386699	
chr19:9938573	26.47116102	
chr5:167913444	26.46403885	
chr1:12222048	26.39823463	
chr18:19192307	26.34667476	
chr16:30968929	26.27645712	
chr20:5931220	26.11736409	
chr17:73512476	26.10311974	
chr3:39424839	26.10311974	
chr12:65563339	26.05155987	
chr6:28227043	26.01424434	
chr19:18528541	26	
chr19:44716695	25.88805342	
chr13:46038965	25.87380907	
chr16:2918199	25.87380907	
chr10:32428417	25.81512703	
chr3:57541995	25.80800486	
chr12:66563792	25.77068933	
chr22:43010944	25.75644498	
chr19:2273848	25.3724547	
chr9:117566966	25.3724547	
chr19:58694440	25.32089482	
chr1:39864530	25.30935923	
chr15:43622830	25.23201942	
chr17:47468088	25.12889968	
chr16:71323115	25.04002428	
chr8:42128835	24.85956473	
chr1:3566676	24.83378479	
chr18:12991604	24.83378479	
chr17:6544022	24.78222492	
chr9:139760846	24.69334952	
chr4:48833064	24.65603399	
chr18:67136874	24.64178965	
chr11:71823836	24.55291425	
chr19:12780481	24.39823463	
chr19:9546270	24.30935923	
chr10:106098221	24.29511489	
chr6:126307601	24.06580422	
chr6:33151060	24	
chr15:64648469	23.9111246	
chr2:113569608	23.9111246	
chr14:23299094	23.8222492	
chr16:2732381	23.80800486	
chr9:6681474	23.79917802	
chr2:177134167	23.70047169	
chr8:95565770	23.68622735	
chr4:144106057	23.66044741	
chr2:17938850	23.56444984	
chr17:79482424	23.56444984	
chr16:30087319	23.51288997	
chr2:197105068	23.32089482	
chr2:98279768	23.26933495	
chr3:128968461	23.26933495	
chr17:76879337	23.1947039	
chr4:184580429	23.11736409	
chr16:58549393	23.07733981	
chr6:136611589	23.06580422	
chr19:49228618	23.05155987	
chr5:138677531	23.02577994	
chr17:33378383	23	
chr1:157107390	22.92978236	
chr20:56811814	22.87822249	
chr19:13262685	22.79646926	
chr2:65454782	22.78222492	
chr12:112847427	22.56444984	
chr22:41843238	22.4942322	
chr5:142784973	22.29511489	
chr10:5882434	22.05155987	
chr7:134855577	22.05155987	
chr7:20369531	21.87380907	
chr3:49396192	21.74761814	
chr11:17099258	21.57157201	
chr3:196669436	21.56444984	
chr12:64338814	21.39823463	
chr2:85839219	21.35379693	
chr11:63993728	21.32089482	
chr12:54389453	21.2835793	
chr10:12085224	21.02577994	
chr19:56186437	21.02577994	
chr3:42003876	20.91824677	
chr12:53835341	20.90400243	
chr16:617000	20.7778115	
chr6:42858576	20.69334952	
chr11:61560113	20.68622735	
chr10:1102734	20.64178965	
chr12:48499844	20.61600971	
chr9:115249002	20.55291425	
chr20:45946165	20.5386699	
chr3:64009204	20.47557444	
chr2:187350908	20.46403885	
chr17:73031425	20.34667476	
chr16:89724106	20.20623949	
chr9:33265001	20.16892396	
chr22:29949767	20.06580422	
chr17:49244056	20.05155987	
chr16:53468735	20	
chr9:123691440	20	
chr14:22940757	19.80800486	
chr17:38716611	19.78222492	
chr11:117014964	19.77068933	
chrX:11441657	19.66044741	
chr8:134552648	19.58581636	
chr1:220906559	19.51288997	
chr12:66563566	19.51288997	
chr16:2301741	19.51288997	
chr9:136203039	19.42401457	
chr3:196230724	19.32089482	
chr14:100704409	19.26933495	
chr6:119558667	19.26933495	
chr9:26892825	19.26050811	
chr6:21987850	19.23201942	
chr19:22034888	19.04002428	
chr10:75758975	19.04002428	
chr12:47670740	19.03290211	
chr16:85208103	19.02577994	
chr22:29784578	18.84802914	
chr12:112846978	18.83378479	
chr1:209572105	18.78222492	
chr19:56186479	18.78222492	
chr6:153323984	18.75644498	
chr6:7909686	18.73778722	
chr4:184826937	18.65603399	
chr9:4679543	18.64178965	
chr12:54582863	18.5386699	
chr4:73433826	18.5386699	
chr1:84971894	18.4168924	
chr11:62559480	18.29511489	
chr20:3220360	18.29341022	
chr1:160001809	18.17333738	
chr14:75745212	18	
chr15:23810759	18	
chrX:51546179	18	
chr19:50370583	17.99558658	
chr1:876328	17.98134224	
chr9:34620598	17.97963757	
chr11:75110545	17.92536894	
chr1:41174866	17.9111246	
chrX:108780087	17.9111246	
chr5:162932567	17.85956473	
chr20:34078846	17.81512703	
chr1:26868434	17.80359144	
chr9:127631390	17.75644498	
chr19:37407363	17.68181393	
chr19:44455336	17.66756958	
chr22:38004460	17.42401457	
chr2:196933614	17.32089482	
chr15:91498118	17.29782364	
chr1:3541385	17.26933495	
chr18:32923935	17.18045955	
chr1:158119604	16.98846441	
chr12:57119186	16.56003642	
chr17:41755499	16.51288997	
chr7:39663118	16.51288997	
chr14:35343234	16.4942322	
chr6:31515302	16.46845227	
chr6:28072558	16.4497945	
chr12:124086628	16.29511489	
chr5:148724999	16.29511489	
chr6:19999998	16.08004856	
chr1:36335251	16.02577994	
chr15:50647145	16	
chr19:1174285	16	
chr13:41363540	15.93690454	
chr3:17783474	15.87380907	
chr1:51983972	15.83378479	
chr1:209958012	15.79646926	
chr17:21117533	15.78222492	
chr1:110091187	15.66756958	
chr11:67169550	15.64178965	
chr14:90422101	15.56444984	
chr14:67826581	15.52713431	
chr1:3663947	15.51288997	
chr9:136283158	15.42401457	
chr3:9404743	15.3724547	
chr17:71064689	15.32089482	
chr19:16653307	15.23201942	
chr3:52322052	15.18045955	
chr22:50683478	15.12889968	
chr22:31892126	15.12889968	
chr19:46366547	15.07733981	
chr11:100558063	15.07733981	
chr6:693114	15.02577994	
chr4:156731221	14.94402671	
chr7:148394748	14.85956473	
chr12:123380667	14.83378479	
chr1:151138466	14.78222492	
chr1:155990747	14.69334952	
chr2:178026621	14.5386699	
chr17:33569971	14.46845227	
chr17:7738601	14.44267233	
chr15:43663237	14.29511489	
chr4:57985481	14.20623949	
chr15:66797185	14.05868204	
chr19:57791289	14.05155987	
chr1:1550799	14	
chr1:1821386	14	
chr1:37980442	14	
chr1:205601158	14	
chr13:103046844	14	
chr19:19932583	14	
chrX:153775431	14	
chr1:223816086	13.9111246	
chr22:37948716	13.85956473	
chr1:174998989	13.85956473	
chr4:187112484	13.80800486	
chr6:159274576	13.80800486	
chr12:105630020	13.75644498	
chr14:24899143	13.75644498	
chr4:183838064	13.75644498	
chr6:134274241	13.71912946	
chr18:44676889	13.58581636	
chr16:30915137	13.51288997	
chr17:79633762	13.51288997	
chr4:77752298	13.51288997	
chr4:140586955	13.43825891	
chr5:139554617	13.38669904	
chr1:16563639	13.33513917	
chr5:37371220	13.32089482	
chr6:28367587	13.12889968	
chr14:105864848	13.07733981	
chr19:35168518	13.04002428	
chr9:127177764	12.98846441	
chr1:26202243	12.90400243	
chr3:67048294	12.87822249	
chr3:14165862	12.83378479	
chr1:207925388	12.65603399	
chr9:86322864	12.57157201	
chr17:7143060	12.55291425	
chr7:66205618	12.5386699	
chr16:69373539	12.50135438	
chr19:16308723	12.39823463	
chr3:19188532	12.39823463	
chr11:13283471	12.27645712	
chr19:44711644	12.25779936	
chr18:12703039	12.25067719	
chr20:44044711	12.18045955	
chr1:55230409	12.10311974	
chr19:12780495	12.10311974	
chr3:122135048	12.10311974	
chr4:103655958	12.09870632	
chr15:23810731	12	
chr11:82756196	11.80800486	
chr2:118845924	11.77068933	
chr1:39875341	11.75644498	
chr19:47759784	11.75644498	
chr11:132934548	11.71912946	
chr11:93518052	11.66756958	
chr15:45019031	11.56444984	
chr14:39901697	11.51288997	
chr19:12904444	11.51288997	
chr10:99161147	11.4168924	
chr8:30585360	11.3724547	
chr18:67136812	11.27645712	
chr6:33151079	11.26933495	
chr11:17229538	11.18045955	
chr15:91473385	11.18045955	
chr2:67624381	11.18045955	
chr17:37793376	11.12889968	
chr9:129388625	11.10311974	
chr19:37263739	11.02407527	
chr7:5553439	10.93690454	
chr2:10830114	10.88534466	
chr22:42665705	10.75644498	
chr15:55489158	10.67027834	
chr3:15469055	10.64178965	
chrX:153946307	10.63466748	
chr2:20850972	10.60447412	
chr20:30311754	10.5386699	
chr6:30525046	10.5386699	
chr7:56174355	10.51288997	
chr1:27114690	10.39823463	
chr8:67580098	10.26492153	
chr19:53426476	10.10311974	
chr16:80574541	10.06580422	
chr17:61904795	10.05697738	
chr1:29208708	10.05155987	
chr22:50683541	10	
chr7:134855525	10	
chr16:53468838	9.981342236	
chr10:103893062	9.796469264	
chr13:20176042	9.756444984	
chr8:356953	9.756444984	
chr8:117768078	9.630254056	
chr17:6917960	9.56444984	
chr8:144416807	9.56444984	
chr12:109232334	9.56444984	
chr1:120190981	9.538669904	
chr15:52861352	9.538669904	
chr22:30752959	9.47557444	
chr9:88555915	9.424014568	
chr3:196065362	9.335139168	
chr10:43932488	9.269334952	
chr18:32821010	9.269334952	
chr19:10305333	9.269334952	
chr1:165797632	9.143144024	
chr1:36554481	9.077339808	
chr6:83903006	9.077339808	
chr3:10362806	9.077339808	
chr3:119182646	9.03561086	
chr19:44439426	8.936904536	
chr9:123975601	8.873809072	
chr1:155113044	8.824957952	
chr11:65656019	8.78222492	
chrX:14048024	8.641789648	
chr21:33104458	8.616009712	
chr2:97534332	8.538669904	
chr16:11890399	8.512889968	
chr12:53835402	8.47557444	
chr9:19102321	8.295114888	
chr13:46626541	8.283579296	
chr1:24286725	8.103119744	
chr11:45376997	8.103119744	
chr20:388932	8.051559872	
chr1:19253348	8.051559872	
chr1:199241928	8	
chr12:132413789	8	
chr15:91565837	8	
chr15:38543531	7.9111246	
chr19:57999104	7.9111246	
chr1:243417694	7.904002428	
chr9:127082740	7.789347092	
chr20:60758062	7.756444984	
chr3:44666503	7.756444984	
chr4:169402306	7.712007284	
chr5:43515262	7.660447412	
chr10:26986550	7.623131884	
chr3:119396240	7.56444984	
chr17:76374731	7.512889968	
chr19:3506073	7.401947468	
chr11:57282566	7.38669904	
chr18:3248816	7.320894824	
chr17:7589978	7.29782364	
chr4:926179	7.269334952	
chr19:40596841	7.232019424	
chr7:1609664	7.232019424	
chr11:2951655	7.17333738	
chr3:49824090	7.103119744	
chr3:39448199	7.091584152	
chr2:74804849	7.049855204	
chr14:69865053	7.025779936	
chr9:76484367	7.025779936	
chr17:55927416	7.016953096	
chr1:120190897	7	
chr17:26684614	7	
chr18:29672112	7	
chr16:2892776	6.929782364	
chr1:153963194	6.796469264	
chr10:65280714	6.78222492	
chr20:49546053	6.78222492	
chr16:3013712	6.756444984	
chr18:2906237	6.752031564	
chrX:130964798	6.73778722	
chr10:94459520	6.707593864	
chr12:6602529	6.69334952	
chr9:131419262	6.69334952	
chr4:186495147	6.686227348	
chr4:84031755	6.538669904	
chr17:10600890	6.295114888	
chr22:21921964	6.295114888	
chr12:109915191	6.206239488	
chr16:58283786	6.103119744	
chr12:50377779	6.051559872	
chr19:3971336	6.051559872	
chr2:113239345	6.032902108	
chr16:88877925	6	
chr5:148608687	6	
chr6:33756066	6	
chr7:2281836	6	
chr7:44240572	6	
chr8:145582228	6	
chr11:62446563	5.962684472	
chr22:43355926	5.9111246	
chr5:149737215	5.859564728	
chr22:36877714	5.808004856	
chr21:47706195	5.78222492	
chr1:20834675	5.770689328	
chr1:224301782	5.756444984	
chr9:140100126	5.756444984	
chr5:10353732	5.616009712	
chr2:201676274	5.56444984	
chr16:69220942	5.512889968	
chr5:176730763	5.512889968	
chr7:97881658	5.512889968	
chr14:100842686	5.468452268	
chrX:54556650	5.416892396	
chr15:85197520	5.283579296	
chr10:75503809	5.269334952	
chr17:42173558	5.269334952	
chr20:626350	5.25779936	
chr15:70051538	5.17333738	
chr1:212588419	5.091584152	
chr22:38709543	5.025779936	
chr3:100120034	5.025779936	
chr2:197105084	5	
chr3:179322462	4.936904536	
chr4:83812451	4.833784792	
chr2:239197677	4.833784792	
chr17:618096	4.69334952	
chr2:174828689	4.634667476	
chr19:1605575	4.634667476	
chr5:138727596	4.616009712	
chr8:124780663	4.60447412	
chr14:31028355	4.552914248	
chr11:119191440	4.295114888	
chr16:89768102	4.295114888	
chr18:3596732	4.295114888	
chr17:8280069	4.154679616	
chr15:49160955	4.147557444	
chr10:44185641	4.051559872	
chr13:103498100	4.051559872	
chr19:56146360	4.051559872	
chr14:69619956	4.051559872	
chr8:144718108	4.025779936	
chr1:1342691	4	
chr1:54304275	4	
chr1:166808572	4	
chr1:226298088	4	
chr11:116658781	4	
chr11:118443096	4	
chr19:32896504	4	
chr2:110371778	4	
chr3:39093488	4	
chr4:56412019	4	
chr4:95373050	4	
chr4:187112640	4	
chr6:35699818	4	
chr8:11059037	4	
chr9:35604184	4	
chr9:114393493	4	
chr3:42922579	3.962684472	
chr7:99647401	3.859564728	
chr15:67357684	3.808004856	
chr17:47022213	3.808004856	
chr6:42946974	3.808004856	
chr2:220408617	3.808004856	
chr1:32687979	3.770689328	
chr16:70835081	3.756444984	
chr8:145550836	3.756444984	
chr16:79434951	3.719129456	
chr19:609233	3.667569584	
chr22:22511332	3.56444984	
chr9:123555683	3.56444984	
chr11:61197497	3.512889968	
chr2:69969142	3.512889968	
chr1:37331121	3.320894824	
chr4:52710416	3.295114888	
chr1:8021993	3.269334952	
chr18:2906193	3.232019424	
chr20:43595123	3.180459552	
chr1:224301768	3.180459552	
chr17:7155342	3.04002428	
chr15:52043617	3.032902108	
chr11:46722273	2.988464408	
chr9:86571709	2.95114888	
chr2:172778858	2.936904536	
chr11:62559494	2.78222492	
chr20:48429396	2.78222492	
chr20:2821912	2.736082552	
chr8:134584759	2.538669904	
chr9:132625628	2.527134312	
chr12:53693478	2.464038848	
chr1:27693589	2.295114888	
chr12:6714829	2.269334952	
chr3:185655927	2.220483832	
chr12:53443773	2.206239488	
chr1:94509865	2.180459552	
chr18:47824441	2.065804216	
chr12:112563551	2.025779936	
chr1:65431690	2	
chr11:64863661	2	
chr12:112123769	2	
chr19:8578780	2	
chr19:45458502	2	
chr2:204192927	2	
chr5:36876862	2	
chr6:33167837	2	
chr6:111303229	2	
chr7:948663	2	
chr9:34328763	2	
chr8:120845099	1.9111246	
chr17:21191627	1.9111246	
chr14:77279326	1.763567156	
chr19:7069661	1.761862488	
chr4:3294505	1.756444984	
chr10:112632171	1.756444984	
chr12:57505158	1.756444984	
chr2:10183071	1.756444984	
chr7:86781869	1.756444984	
chr3:180397350	1.630254056	
chr17:40472206	1.527134312	
chr12:109899150	1.398234632	
chr20:2821350	1.372454696	
chr13:111805998	1.269334952	
chr2:220041938	1.269334952	
chr2:70057652	1.269334952	
chr6:7390047	1.136021852	
chr17:1358753	1.091584152	
chr20:343322	1.025779936	
chr19:42363906	0.988464408	
chr19:13958617	0.936904536	
chr11:112097046	0.78222492	
chr11:118889105	0.78222492	
chr1:236666660	0.78222492	
chr17:79319550	0.756444984	
chr20:3190121	0.552914248	
chr8:86089351	0.529843064	
chr4:184426043	0.39111246	
chr3:180319939	0.206239488	
chr21:34638689	0.199117316	
chr1:173683995	0.103119744	
chr5:271728	0.051559872	
chr1:25758022	0	
chr1:26947738	0	
chr1:28995235	0	
chr1:36235133	0	
chr1:39875309	0	
chr1:151431983	0	
chr1:208136948	0	
chr1:245026440	0	
chr10:98346849	0	
chr11:6633456	0	
chr11:6633462	0	
chr11:67397919	0	
chr11:120206982	0	
chr12:64798102	0	
chr12:64845901	0	
chr12:69201666	0	
chr12:69979227	0	
chr12:105630070	0	
chr12:109125418	0	
chr12:132434419	0	
chr13:27998755	0	
chr13:49549849	0	
chr13:50698603	0	
chr14:23285112	0	
chr14:96829739	0	
chr15:51200878	0	
chr15:62682697	0	
chr15:101817678	0	
chr16:730396	0	
chr16:2097972	0	
chr16:2771089	0	
chr16:3661691	0	
chr16:67226071	0	
chr16:67876148	0	
chr16:69166509	0	
chr16:75540728	0	
chr16:84220665	0	
chr16:89787399	0	
chr17:11900780	0	
chr17:26684635	0	
chr17:36507716	0	
chr17:73043162	0	
chr17:73127879	0	
chr18:12376916	0	
chr18:29523212	0	
chr19:1513020	0	
chr19:8070660	0	
chr19:8942992	0	
chr19:8942998	0	
chr19:58892170	0	
chr2:27603642	0	
chr2:27603648	0	
chr2:48339029	0	
chr2:74211660	0	
chr2:131851041	0	
chr2:148602055	0	
chr2:208490117	0	
chr20:60696862	0	
chr22:31742346	0	
chr22:32149796	0	
chr22:43539439	0	
chr3:49203792	0	
chr3:49203798	0	
chr3:50265045	0	
chr3:57678343	0	
chr3:179169472	0	
chr4:26859217	0	
chr4:40058171	0	
chr4:78739994	0	
chr4:100815604	0	
chr5:443265	0	
chr5:443271	0	
chr5:79552017	0	
chr5:137827855	0	
chr5:138582205	0	
chr5:141736679	0	
chr6:28367540	0	
chr6:33176269	0	
chr6:34205946	0	
chr6:42989353	0	
chr6:151186841	0	
chr7:35841118	0	
chr7:36429270	0	
chr7:64023651	0	
chr7:95401913	0	
chr7:123389174	0	
chr7:127032792	0	
chr8:11059017	0	
chr8:42911420	0	
chr8:56792355	0	
chr8:145016970	0	
chr8:145703382	0	
chr8:145981000	0	
chr9:72375000	0	
chr9:114937031	0	
chr9:127631409	0	
chrX:11129391	0	
chrX:54947233	0	
chrX:153598072	0	
chr15:44955865	-0.037315528	
chr17:6918077	-0.0888754	
chr19:45542318	-0.140435272	
chr15:35262023	-0.189286392	
chr5:134094425	-0.21777508	
chr18:72921747	-0.21777508	
chr18:3262137	-0.243555016	
chr11:129939747	-0.243555016	
chr8:145137526	-0.243555016	
chr1:154193163	-0.243555016	
chr14:102829241	-0.243555016	
chr19:16683371	-0.243555016	
chr6:111279813	-0.243555016	
chr4:78739438	-0.358210352	
chr11:47736970	-0.487110032	
chr1:156630081	-0.487110032	
chr13:111364823	-0.487110032	
chr4:156298031	-0.664860832	
chr19:44809168	-0.679105176	
chr1:3541357	-0.730665048	
chr17:1359557	-0.730665048	
chr8:144373563	-0.730665048	
